Node,Name,Parent,Type,Img,Description,Position,Department
PG-1-1-2,Director 2,PG-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
PG-1-1-2-1,Manager 1,PG-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PG-1-1-2-1-1,Employee 1,PG-1-1-2-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
PG-1-1-2-1-2,Employee 2,PG-1-1-2-1,profile,profile,Senior de Engineering,Senior Engineering,Engineering
PG-1-1-2-2,Manager 2,PG-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
PG-1-1-2-2-1,Employee 1,PG-1-1-2-2,profile,profile,Director de Engineering,Director Engineering,Engineering
PG-1-1-2-2-2,Employee 2,PG-1-1-2-2,profile,profile,CTO de Engineering,CTO Engineering,Engineering
PG-1-2,VP Marketing,PG-1,profile,profile,VP de Marketing,VP Marketing,Marketing
PG-1-2-1,Director 1,PG-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PG-1-2-1-1,Manager 1,PG-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-1-1-1,Employee 1,PG-1-2-1-1,profile,profile,Junior de Marketing,Junior Marketing,Marketing
PG-1-2-1-1-2,Employee 2,PG-1-2-1-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
PG-1-2-1-2,Manager 2,PG-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-1-2-1,Employee 1,PG-1-2-1-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
PG-1-2-1-3,Manager 3,PG-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-1-3-1,Employee 1,PG-1-2-1-3,profile,profile,VP de Marketing,VP Marketing,Marketing
PG-1-2-2,Director 2,PG-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PG-1-2-2-1,Manager 1,PG-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-1-1,Employee 1,PG-1-2-2-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
PG-1-2-2-1-2,Employee 2,PG-1-2-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-2,Manager 2,PG-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-2-1,Employee 1,PG-1-2-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-2-2,Employee 2,PG-1-2-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-3,Manager 3,PG-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-2-3-1,Employee 1,PG-1-2-2-3,profile,profile,CTO de Marketing,CTO Marketing,Marketing
PG-1-2-3,Director 3,PG-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
PG-1-2-3-1,Manager 1,PG-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-3-1-1,Employee 1,PG-1-2-3-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-3-2,Manager 2,PG-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-3-2-1,Employee 1,PG-1-2-3-2,profile,profile,VP de Marketing,VP Marketing,Marketing
PG-1-2-3-2-2,Employee 2,PG-1-2-3-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-3-3,Manager 3,PG-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
PG-1-2-3-3-1,Employee 1,PG-1-2-3-3,profile,profile,Director de Marketing,Director Marketing,Marketing
PG-1-3,VP Sales,PG-1,profile,profile,VP de Sales,VP Sales,Sales
PG-1-3-1,Director 1,PG-1-3,profile,profile,Director de Sales,Director Sales,Sales
PG-1-3-1-1,Manager 1,PG-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-1-1-1,Employee 1,PG-1-3-1-1,profile,profile,CFO de Sales,CFO Sales,Sales
PG-1-3-1-1-2,Employee 2,PG-1-3-1-1,profile,profile,Lead de Sales,Lead Sales,Sales
PG-1-3-1-2,Manager 2,PG-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-1-2-1,Employee 1,PG-1-3-1-2,profile,profile,VP de Sales,VP Sales,Sales
PG-1-3-1-2-2,Employee 2,PG-1-3-1-2,profile,profile,CEO de Sales,CEO Sales,Sales
PG-1-3-1-3,Manager 3,PG-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-1-3-1,Employee 1,PG-1-3-1-3,profile,profile,CTO de Sales,CTO Sales,Sales
PG-1-3-2,Director 2,PG-1-3,profile,profile,Director de Sales,Director Sales,Sales
PG-1-3-2-1,Manager 1,PG-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-2-1-1,Employee 1,PG-1-3-2-1,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-2-1-2,Employee 2,PG-1-3-2-1,profile,profile,Director de Sales,Director Sales,Sales
PG-1-3-2-2,Manager 2,PG-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-2-2-1,Employee 1,PG-1-3-2-2,profile,profile,VP de Sales,VP Sales,Sales
PG-1-3-2-2-2,Employee 2,PG-1-3-2-2,profile,profile,CFO de Sales,CFO Sales,Sales
PG-1-3-2-3,Manager 3,PG-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
PG-1-3-2-3-1,Employee 1,PG-1-3-2-3,profile,profile,Lead de Sales,Lead Sales,Sales
PG-1-3-2-3-2,Employee 2,PG-1-3-2-3,profile,profile,CFO de Sales,CFO Sales,Sales
PG-1-4,VP Finance,PG-1,profile,profile,VP de Finance,VP Finance,Finance
PG-1-4-1,Director 1,PG-1-4,profile,profile,Director de Finance,Director Finance,Finance
PG-1-4-1-1,Manager 1,PG-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
PG-1-4-1-1-1,Employee 1,PG-1-4-1-1,profile,profile,CTO de Finance,CTO Finance,Finance
PG-1-4-1-2,Manager 2,PG-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
PG-1-4-1-2-1,Employee 1,PG-1-4-1-2,profile,profile,Director de Finance,Director Finance,Finance
PG-1-4-1-2-2,Employee 2,PG-1-4-1-2,profile,profile,CTO de Finance,CTO Finance,Finance
PG-1-4-2,Director 2,PG-1-4,profile,profile,Director de Finance,Director Finance,Finance
PG-1-4-2-1,Manager 1,PG-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
PG-1-4-2-1-1,Employee 1,PG-1-4-2-1,profile,profile,Director de Finance,Director Finance,Finance
PG-1-4-2-1-2,Employee 2,PG-1-4-2-1,profile,profile,VP de Finance,VP Finance,Finance
PG-1-4-2-2,Manager 2,PG-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
PG-1-4-2-2-1,Employee 1,PG-1-4-2-2,profile,profile,VP de Finance,VP Finance,Finance
AAPL2,Apple Inc. 2,,company,detail,Empresa tecnológica líder,CEO,Executive
AAPL2-1,CEO AAPL2,AAPL2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
AAPL2-1-1,VP Engineering,AAPL2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
AAPL2-1-1-1,Director 1,AAPL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AAPL2-1-1-1-1,Manager 1,AAPL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-1-1-1,Employee 1,AAPL2-1-1-1-1,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AAPL2-1-1-1-1-2,Employee 2,AAPL2-1-1-1-1,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AAPL2-1-1-1-2,Manager 2,AAPL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-1-2-1,Employee 1,AAPL2-1-1-1-2,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AAPL2-1-1-1-2-2,Employee 2,AAPL2-1-1-1-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
AAPL2-1-1-2,Director 2,AAPL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AAPL2-1-1-2-1,Manager 1,AAPL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-2-1-1,Employee 1,AAPL2-1-1-2-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-2-1-2,Employee 2,AAPL2-1-1-2-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
AAPL2-1-1-2-2,Manager 2,AAPL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-2-2-1,Employee 1,AAPL2-1-1-2-2,profile,profile,Intern de Engineering,Intern Engineering,Engineering
AAPL2-1-1-2-2-2,Employee 2,AAPL2-1-1-2-2,profile,profile,VP de Engineering,VP Engineering,Engineering
AAPL2-1-1-2-3,Manager 3,AAPL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-2-3-1,Employee 1,AAPL2-1-1-2-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-2-3-2,Employee 2,AAPL2-1-1-2-3,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AAPL2-1-1-3,Director 3,AAPL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AAPL2-1-1-3-1,Manager 1,AAPL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-3-1-1,Employee 1,AAPL2-1-1-3-1,profile,profile,Director de Engineering,Director Engineering,Engineering
AAPL2-1-1-3-2,Manager 2,AAPL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-3-2-1,Employee 1,AAPL2-1-1-3-2,profile,profile,CTO de Engineering,CTO Engineering,Engineering
AAPL2-1-1-3-2-2,Employee 2,AAPL2-1-1-3-2,profile,profile,Junior de Engineering,Junior Engineering,Engineering
AAPL2-1-1-3-3,Manager 3,AAPL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-1-3-3-1,Employee 1,AAPL2-1-1-3-3,profile,profile,VP de Engineering,VP Engineering,Engineering
AAPL2-1-1-3-3-2,Employee 2,AAPL2-1-1-3-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
AAPL2-1-2,VP Marketing,AAPL2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
AAPL2-1-2-1,Director 1,AAPL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-1-1,Manager 1,AAPL2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-1-1-1,Employee 1,AAPL2-1-2-1-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AAPL2-1-2-1-2,Manager 2,AAPL2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-1-2-1,Employee 1,AAPL2-1-2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-1-2-2,Employee 2,AAPL2-1-2-1-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-2,Director 2,AAPL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-2-1,Manager 1,AAPL2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-2-1-1,Employee 1,AAPL2-1-2-2-1,profile,profile,CEO de Marketing,CEO Marketing,Marketing
AAPL2-1-2-2-2,Manager 2,AAPL2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-2-2-1,Employee 1,AAPL2-1-2-2-2,profile,profile,CTO de Marketing,CTO Marketing,Marketing
AAPL2-1-2-2-2-2,Employee 2,AAPL2-1-2-2-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-2-3,Manager 3,AAPL2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-2-3-1,Employee 1,AAPL2-1-2-2-3,profile,profile,CFO de Marketing,CFO Marketing,Marketing
AAPL2-1-2-2-3-2,Employee 2,AAPL2-1-2-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-3,Director 3,AAPL2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-3-1,Manager 1,AAPL2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-3-1-1,Employee 1,AAPL2-1-2-3-1,profile,profile,Junior de Marketing,Junior Marketing,Marketing
AAPL2-1-2-3-1-2,Employee 2,AAPL2-1-2-3-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-3-2,Manager 2,AAPL2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-3-2-1,Employee 1,AAPL2-1-2-3-2,profile,profile,Intern de Marketing,Intern Marketing,Marketing
AAPL2-1-2-3-3,Manager 3,AAPL2-1-2-3,profile,profile,Manager de Marketing,Manager Marketing,Marketing
AAPL2-1-2-3-3-1,Employee 1,AAPL2-1-2-3-3,profile,profile,Director de Marketing,Director Marketing,Marketing
AAPL2-1-2-3-3-2,Employee 2,AAPL2-1-2-3-3,profile,profile,Intern de Marketing,Intern Marketing,Marketing
AAPL2-1-3,VP Sales,AAPL2-1,profile,profile,VP de Sales,VP Sales,Sales
AAPL2-1-3-1,Director 1,AAPL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
AAPL2-1-3-1-1,Manager 1,AAPL2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-1-1-1,Employee 1,AAPL2-1-3-1-1,profile,profile,Senior de Sales,Senior Sales,Sales
AAPL2-1-3-1-2,Manager 2,AAPL2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-1-2-1,Employee 1,AAPL2-1-3-1-2,profile,profile,CFO de Sales,CFO Sales,Sales
AAPL2-1-3-1-2-2,Employee 2,AAPL2-1-3-1-2,profile,profile,Lead de Sales,Lead Sales,Sales
AAPL2-1-3-2,Director 2,AAPL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
AAPL2-1-3-2-1,Manager 1,AAPL2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-2-1-1,Employee 1,AAPL2-1-3-2-1,profile,profile,CEO de Sales,CEO Sales,Sales
AAPL2-1-3-2-1-2,Employee 2,AAPL2-1-3-2-1,profile,profile,Lead de Sales,Lead Sales,Sales
AAPL2-1-3-2-2,Manager 2,AAPL2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-2-2-1,Employee 1,AAPL2-1-3-2-2,profile,profile,CTO de Sales,CTO Sales,Sales
AAPL2-1-3-3,Director 3,AAPL2-1-3,profile,profile,Director de Sales,Director Sales,Sales
AAPL2-1-3-3-1,Manager 1,AAPL2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-3-1-1,Employee 1,AAPL2-1-3-3-1,profile,profile,CTO de Sales,CTO Sales,Sales
AAPL2-1-3-3-1-2,Employee 2,AAPL2-1-3-3-1,profile,profile,CEO de Sales,CEO Sales,Sales
AAPL2-1-3-3-2,Manager 2,AAPL2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
AAPL2-1-3-3-2-1,Employee 1,AAPL2-1-3-3-2,profile,profile,Junior de Sales,Junior Sales,Sales
AAPL2-1-4,VP Finance,AAPL2-1,profile,profile,VP de Finance,VP Finance,Finance
AAPL2-1-4-1,Director 1,AAPL2-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL2-1-4-1-1,Manager 1,AAPL2-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-1-1-1,Employee 1,AAPL2-1-4-1-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-1-2,Manager 2,AAPL2-1-4-1,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-1-2-1,Employee 1,AAPL2-1-4-1-2,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL2-1-4-1-2-2,Employee 2,AAPL2-1-4-1-2,profile,profile,VP de Finance,VP Finance,Finance
AAPL2-1-4-2,Director 2,AAPL2-1-4,profile,profile,Director de Finance,Director Finance,Finance
AAPL2-1-4-2-1,Manager 1,AAPL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-2-1-1,Employee 1,AAPL2-1-4-2-1,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL2-1-4-2-1-2,Employee 2,AAPL2-1-4-2-1,profile,profile,Senior de Finance,Senior Finance,Finance
AAPL2-1-4-2-2,Manager 2,AAPL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-2-2-1,Employee 1,AAPL2-1-4-2-2,profile,profile,CEO de Finance,CEO Finance,Finance
AAPL2-1-4-2-3,Manager 3,AAPL2-1-4-2,profile,profile,Manager de Finance,Manager Finance,Finance
AAPL2-1-4-2-3-1,Employee 1,AAPL2-1-4-2-3,profile,profile,CEO de Finance,CEO Finance,Finance
MSFT2,Microsoft Corporation 2,,company,detail,Empresa tecnológica líder,CEO,Executive
MSFT2-1,CEO MSFT2,MSFT2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
MSFT2-1-1,VP Engineering,MSFT2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
MSFT2-1-1-1,Director 1,MSFT2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
MSFT2-1-1-1-1,Manager 1,MSFT2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-1-1-1,Employee 1,MSFT2-1-1-1-1,profile,profile,Lead de Engineering,Lead Engineering,Engineering
MSFT2-1-1-1-1-2,Employee 2,MSFT2-1-1-1-1,profile,profile,CFO de Engineering,CFO Engineering,Engineering
MSFT2-1-1-1-2,Manager 2,MSFT2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-1-2-1,Employee 1,MSFT2-1-1-1-2,profile,profile,CFO de Engineering,CFO Engineering,Engineering
MSFT2-1-1-1-2-2,Employee 2,MSFT2-1-1-1-2,profile,profile,Director de Engineering,Director Engineering,Engineering
MSFT2-1-1-2,Director 2,MSFT2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
MSFT2-1-1-2-1,Manager 1,MSFT2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-2-1-1,Employee 1,MSFT2-1-1-2-1,profile,profile,CFO de Engineering,CFO Engineering,Engineering
MSFT2-1-1-2-1-2,Employee 2,MSFT2-1-1-2-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-2-2,Manager 2,MSFT2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-2-2-1,Employee 1,MSFT2-1-1-2-2,profile,profile,Senior de Engineering,Senior Engineering,Engineering
MSFT2-1-1-2-3,Manager 3,MSFT2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-2-3-1,Employee 1,MSFT2-1-1-2-3,profile,profile,Intern de Engineering,Intern Engineering,Engineering
MSFT2-1-1-3,Director 3,MSFT2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
MSFT2-1-1-3-1,Manager 1,MSFT2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-3-1-1,Employee 1,MSFT2-1-1-3-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-3-1-2,Employee 2,MSFT2-1-1-3-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
MSFT2-1-1-3-2,Manager 2,MSFT2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-1-3-2-1,Employee 1,MSFT2-1-1-3-2,profile,profile,VP de Engineering,VP Engineering,Engineering
MSFT2-1-1-3-2-2,Employee 2,MSFT2-1-1-3-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
MSFT2-1-2,VP Marketing,MSFT2-1,profile,profile,VP de Marketing,VP Marketing,Marketing
MSFT2-1-2-1,Director 1,MSFT2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
MSFT2-1-2-1-1,Manager 1,MSFT2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-1-1-1,Employee 1,MSFT2-1-2-1-1,profile,profile,CFO de Marketing,CFO Marketing,Marketing
MSFT2-1-2-1-1-2,Employee 2,MSFT2-1-2-1-1,profile,profile,Intern de Marketing,Intern Marketing,Marketing
MSFT2-1-2-1-2,Manager 2,MSFT2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-1-2-1,Employee 1,MSFT2-1-2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
MSFT2-1-2-1-2-2,Employee 2,MSFT2-1-2-1-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-1-3,Manager 3,MSFT2-1-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-1-3-1,Employee 1,MSFT2-1-2-1-3,profile,profile,CEO de Marketing,CEO Marketing,Marketing
MSFT2-1-2-1-3-2,Employee 2,MSFT2-1-2-1-3,profile,profile,CEO de Marketing,CEO Marketing,Marketing
MSFT2-1-2-2,Director 2,MSFT2-1-2,profile,profile,Director de Marketing,Director Marketing,Marketing
MSFT2-1-2-2-1,Manager 1,MSFT2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-2-1-1,Employee 1,MSFT2-1-2-2-1,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-2-1-2,Employee 2,MSFT2-1-2-2-1,profile,profile,Senior de Marketing,Senior Marketing,Marketing
MSFT2-1-2-2-2,Manager 2,MSFT2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-2-2-1,Employee 1,MSFT2-1-2-2-2,profile,profile,CFO de Marketing,CFO Marketing,Marketing
MSFT2-1-2-2-2-2,Employee 2,MSFT2-1-2-2-2,profile,profile,Director de Marketing,Director Marketing,Marketing
MSFT2-1-2-2-3,Manager 3,MSFT2-1-2-2,profile,profile,Manager de Marketing,Manager Marketing,Marketing
MSFT2-1-2-2-3-1,Employee 1,MSFT2-1-2-2-3,profile,profile,CTO de Marketing,CTO Marketing,Marketing
MSFT2-1-2-2-3-2,Employee 2,MSFT2-1-2-2-3,profile,profile,Intern de Marketing,Intern Marketing,Marketing
MSFT2-1-3,VP Sales,MSFT2-1,profile,profile,VP de Sales,VP Sales,Sales
MSFT2-1-3-1,Director 1,MSFT2-1-3,profile,profile,Director de Sales,Director Sales,Sales
MSFT2-1-3-1-1,Manager 1,MSFT2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-1-1-1,Employee 1,MSFT2-1-3-1-1,profile,profile,Lead de Sales,Lead Sales,Sales
MSFT2-1-3-1-2,Manager 2,MSFT2-1-3-1,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-1-2-1,Employee 1,MSFT2-1-3-1-2,profile,profile,Intern de Sales,Intern Sales,Sales
MSFT2-1-3-2,Director 2,MSFT2-1-3,profile,profile,Director de Sales,Director Sales,Sales
MSFT2-1-3-2-1,Manager 1,MSFT2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-2-1-1,Employee 1,MSFT2-1-3-2-1,profile,profile,VP de Sales,VP Sales,Sales
MSFT2-1-3-2-2,Manager 2,MSFT2-1-3-2,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-2-2-1,Employee 1,MSFT2-1-3-2-2,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-2-2-2,Employee 2,MSFT2-1-3-2-2,profile,profile,Senior de Sales,Senior Sales,Sales
MSFT2-1-3-3,Director 3,MSFT2-1-3,profile,profile,Director de Sales,Director Sales,Sales
MSFT2-1-3-3-1,Manager 1,MSFT2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-3-1-1,Employee 1,MSFT2-1-3-3-1,profile,profile,Intern de Sales,Intern Sales,Sales
MSFT2-1-3-3-2,Manager 2,MSFT2-1-3-3,profile,profile,Manager de Sales,Manager Sales,Sales
MSFT2-1-3-3-2-1,Employee 1,MSFT2-1-3-3-2,profile,profile,Senior de Sales,Senior Sales,Sales
MSFT2-1-3-3-2-2,Employee 2,MSFT2-1-3-3-2,profile,profile,Director de Sales,Director Sales,Sales
GOOGL2,Alphabet Inc. 2,,company,detail,Empresa tecnológica líder,CEO,Executive
GOOGL2-1,CEO GOOGL2,GOOGL2,profile,profile,CEO de la empresa,Chief Executive Officer,Executive
GOOGL2-1-1,VP Engineering,GOOGL2-1,profile,profile,VP de Engineering,VP Engineering,Engineering
GOOGL2-1-1-1,Director 1,GOOGL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
GOOGL2-1-1-1-1,Manager 1,GOOGL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-1-1-1,Employee 1,GOOGL2-1-1-1-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
GOOGL2-1-1-1-1-2,Employee 2,GOOGL2-1-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-1-2,Manager 2,GOOGL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-1-2-1,Employee 1,GOOGL2-1-1-1-2,profile,profile,Director de Engineering,Director Engineering,Engineering
GOOGL2-1-1-1-3,Manager 3,GOOGL2-1-1-1,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-1-3-1,Employee 1,GOOGL2-1-1-1-3,profile,profile,Intern de Engineering,Intern Engineering,Engineering
GOOGL2-1-1-1-3-2,Employee 2,GOOGL2-1-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-2,Director 2,GOOGL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
GOOGL2-1-1-2-1,Manager 1,GOOGL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-2-1-1,Employee 1,GOOGL2-1-1-2-1,profile,profile,Junior de Engineering,Junior Engineering,Engineering
GOOGL2-1-1-2-2,Manager 2,GOOGL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-2-2-1,Employee 1,GOOGL2-1-1-2-2,profile,profile,Intern de Engineering,Intern Engineering,Engineering
GOOGL2-1-1-2-2-2,Employee 2,GOOGL2-1-1-2-2,profile,profile,Junior de Engineering,Junior Engineering,Engineering
GOOGL2-1-1-2-3,Manager 3,GOOGL2-1-1-2,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-2-3-1,Employee 1,GOOGL2-1-1-2-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-2-3-2,Employee 2,GOOGL2-1-1-2-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-3,Director 3,GOOGL2-1-1,profile,profile,Director de Engineering,Director Engineering,Engineering
GOOGL2-1-1-3-1,Manager 1,GOOGL2-1-1-3,profile,profile,Manager de Engineering,Manager Engineering,Engineering
GOOGL2-1-1-3-1-1,Employee 1,GOOGL2-1-1-3-1,profile,profile,CEO de Engineering,CEO Engineering,Engineering
